Statistical profiling result from isolate-0x140008000-51285-v8.log, (19383 ticks, 12409 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
    202    1.0%          /Users/chris/.nvm/versions/node/v20.19.1/bin/node

 [JavaScript]:
   ticks  total  nonlib   name
     46  100.0%            JS: *visitQueue /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/context.js:71:13
      1    2.1%        JS: *traverse /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/index.js:39:18
      1  100.0%          JS: *transformFile /Users/chris/Developer/Ghost/node_modules/@babel/core/lib/transformation/index.js:60:24
      1  100.0%            Builtin: GeneratorPrototypeNext
     45    6.3%    JS: *traverseFast /Users/chris/Developer/Ghost/node_modules/@babel/types/lib/traverse/traverseFast.js:10:22
     45  100.0%      JS: *traverseFast /Users/chris/Developer/Ghost/node_modules/@babel/types/lib/traverse/traverseFast.js:10:22
     43   95.6%        JS: *traverseFast /Users/chris/Developer/Ghost/node_modules/@babel/types/lib/traverse/traverseFast.js:10:22
     43  100.0%          JS: *traverseFast /Users/chris/Developer/Ghost/node_modules/@babel/types/lib/traverse/traverseFast.js:10:22
     36   83.7%            JS: *traverseFast /Users/chris/Developer/Ghost/node_modules/@babel/types/lib/traverse/traverseFast.js:10:22
      3    7.0%            JS: *extractComments /Users/chris/Developer/Ghost/node_modules/@babel/core/lib/transformation/normalize-file.js:118:25
      2    4.7%            JS: ^extractComments /Users/chris/Developer/Ghost/node_modules/@babel/core/lib/transformation/normalize-file.js:118:25
      2    4.7%            JS: *normalizeFile /Users/chris/Developer/Ghost/node_modules/@babel/core/lib/transformation/normalize-file.js:52:24
      1    2.2%        JS: *normalizeFile /Users/chris/Developer/Ghost/node_modules/@babel/core/lib/transformation/normalize-file.js:52:24
      1  100.0%          Builtin: GeneratorPrototypeNext
      1  100.0%            JS: *run /Users/chris/Developer/Ghost/node_modules/@babel/core/lib/transformation/index.js:21:14
      1    2.2%        JS: *extractComments /Users/chris/Developer/Ghost/node_modules/@babel/core/lib/transformation/normalize-file.js:118:25
      1  100.0%          JS: *normalizeFile /Users/chris/Developer/Ghost/node_modules/@babel/core/lib/transformation/normalize-file.js:52:24
      1  100.0%            Builtin: GeneratorPrototypeNext
     22    3.1%    JS: *visit /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/path/context.js:76:15
     22  100.0%      JS: *visitQueue /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/context.js:71:13
     22  100.0%        JS: *visit /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/context.js:107:8
     22  100.0%          JS: *traverseNode /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/traverse-node.js:120:22
     22  100.0%            JS: *visit /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/path/context.js:76:15
     20    2.8%    JS: *ReferencedIdentifier /Users/chris/Developer/Ghost/node_modules/@embroider/macros/src/babel/macros-babel-plugin.js:173:29
     20  100.0%      JS: *newFn /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/visitors.js:205:26
     20  100.0%        JS: *newFn /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/visitors.js:171:26
     20  100.0%          JS: *call /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/path/context.js:31:14
     20  100.0%            JS: *visit /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/path/context.js:76:15
     16    2.2%    JS: *referencesImport /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/path/introspection.js:101:26
      8   50.0%      JS: *ReferencedIdentifier /Users/chris/Developer/Ghost/node_modules/@embroider/macros/src/babel/macros-babel-plugin.js:173:29
      8  100.0%        JS: *newFn /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/visitors.js:205:26
      8  100.0%          JS: *newFn /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/visitors.js:171:26
      8  100.0%            JS: *call /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/path/context.js:31:14
      5   31.3%      JS: *evaluateMacroCall /Users/chris/Developer/Ghost/node_modules/@embroider/macros/src/babel/evaluate-json.js:335:22
      5  100.0%        JS: *enter /Users/chris/Developer/Ghost/node_modules/@embroider/macros/src/babel/macros-babel-plugin.js:90:18
      5  100.0%          JS: *newFn /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/visitors.js:171:26
      5  100.0%            JS: *call /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/path/context.js:31:14
      2   12.5%      JS: ^ReferencedIdentifier /Users/chris/Developer/Ghost/node_modules/@embroider/macros/src/babel/macros-babel-plugin.js:173:29
      2  100.0%        JS: *newFn /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/visitors.js:205:26
      2  100.0%          JS: *newFn /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/visitors.js:171:26
      2  100.0%            JS: *call /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/path/context.js:31:14
      1    6.3%      JS: ^enter /Users/chris/Developer/Ghost/node_modules/@embroider/macros/src/babel/macros-babel-plugin.js:90:18
      1  100.0%        JS: *newFn /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/visitors.js:171:26
      1  100.0%          JS: *call /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/path/context.js:31:14
      1  100.0%            JS: *visit /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/path/context.js:76:15
     16    2.2%    JS: *<anonymous> /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/container.js:135:31
     15   93.8%      JS: *each /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/container.js:94:30
     14   93.3%        JS: ^walk /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/container.js:134:30
      6   42.9%          JS: ~walkRules /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/container.js:238:40
      5   83.3%            JS: ^_loop /Users/chris/Developer/Ghost/ghost/admin/node_modules/autoprefixer/lib/processor.js:381:31
      1   16.7%            JS: ~<anonymous> /Users/chris/Developer/Ghost/node_modules/postcss-unique-selectors/dist/index.js:24:12
      5   35.7%          JS: ~walkDecls /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/container.js:189:40
      2   40.0%            JS: ~<anonymous> /Users/chris/Developer/Ghost/node_modules/postcss-reduce-initial/dist/index.js:32:12
      1   20.0%            JS: ~<anonymous> /Users/chris/Developer/Ghost/node_modules/postcss-reduce-transforms/dist/index.js:201:12
      1   20.0%            JS: ~<anonymous> /Users/chris/Developer/Ghost/node_modules/postcss-normalize-timing-functions/dist/index.js:74:12
      1   20.0%            JS: ~<anonymous> /Users/chris/Developer/Ghost/node_modules/postcss-convert-values/dist/index.js:93:12
      2   14.3%          JS: ~<anonymous> /Users/chris/Developer/Ghost/node_modules/postcss-normalize-url/dist/index.js:112:12
      2  100.0%            JS: ^initializePlugin /Users/chris/Developer/Ghost/node_modules/cssnano/dist/index.js:27:26
      1    7.1%          JS: ~previous /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/map-generator.js:36:38
      1  100.0%            JS: ~isSourcesContent /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/map-generator.js:75:54
      1    6.7%        JS: ~walk /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/container.js:134:30
      1  100.0%          JS: ~walkRules /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/container.js:238:40
      1  100.0%            JS: ~_loop /Users/chris/Developer/Ghost/ghost/admin/node_modules/autoprefixer/lib/processor.js:381:31
      1    6.3%      JS: ^each /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/container.js:94:30
      1  100.0%        JS: ^walk /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/container.js:134:30
      1  100.0%          JS: ~previous /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/map-generator.js:36:38
      1  100.0%            JS: ~isSourcesContent /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/map-generator.js:75:54
     15    2.1%    JS: *walk /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/container.js:134:30
      7   46.7%      JS: ^walkDecls /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/container.js:189:40
      2   28.6%        JS: ~<anonymous> /Users/chris/Developer/Ghost/node_modules/postcss-normalize-repeat-style/dist/index.js:38:12
      2  100.0%          JS: ^initializePlugin /Users/chris/Developer/Ghost/node_modules/cssnano/dist/index.js:27:26
      1   14.3%        JS: ~<anonymous> /Users/chris/Developer/Ghost/node_modules/postcss-svgo/dist/index.js:112:28
      1  100.0%          Builtin: PromiseConstructor
      1  100.0%            JS: ~<anonymous> /Users/chris/Developer/Ghost/node_modules/postcss-svgo/dist/index.js:111:12
      1   14.3%        JS: ~<anonymous> /Users/chris/Developer/Ghost/node_modules/postcss-normalize-unicode/dist/index.js:83:12
      1  100.0%          JS: ^initializePlugin /Users/chris/Developer/Ghost/node_modules/cssnano/dist/index.js:27:26
      1   14.3%        JS: ~<anonymous> /Users/chris/Developer/Ghost/node_modules/postcss-normalize-display-values/dist/index.js:32:12
      1  100.0%          JS: ^initializePlugin /Users/chris/Developer/Ghost/node_modules/cssnano/dist/index.js:27:26
      1   14.3%        JS: ~<anonymous> /Users/chris/Developer/Ghost/node_modules/postcss-minify-font-values/dist/index.js:53:12
      1  100.0%          JS: ^initializePlugin /Users/chris/Developer/Ghost/node_modules/cssnano/dist/index.js:27:26
      1   14.3%        JS: ~<anonymous> /Users/chris/Developer/Ghost/node_modules/postcss-colormin/dist/index.js:47:12
      1  100.0%          JS: ^initializePlugin /Users/chris/Developer/Ghost/node_modules/cssnano/dist/index.js:27:26
      4   26.7%      JS: ^walkRules /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/container.js:238:40
      2   50.0%        JS: ~<anonymous> /Users/chris/Developer/Ghost/node_modules/postcss-unique-selectors/dist/index.js:24:12
      2  100.0%          JS: ^initializePlugin /Users/chris/Developer/Ghost/node_modules/cssnano/dist/index.js:27:26
      1   25.0%        JS: ~<anonymous> /Users/chris/Developer/Ghost/node_modules/postcss-minify-selectors/dist/index.js:178:12
      1  100.0%          JS: ^initializePlugin /Users/chris/Developer/Ghost/node_modules/cssnano/dist/index.js:27:26
      1   25.0%        JS: ~<anonymous> /Users/chris/Developer/Ghost/node_modules/postcss-merge-rules/dist/index.js:230:12
      1  100.0%          JS: ^initializePlugin /Users/chris/Developer/Ghost/node_modules/cssnano/dist/index.js:27:26
      1    6.7%      JS: ~walkRules /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/container.js:238:40
      1  100.0%        JS: ^_loop /Users/chris/Developer/Ghost/ghost/admin/node_modules/autoprefixer/lib/processor.js:381:31
      1  100.0%          JS: ~remove /Users/chris/Developer/Ghost/ghost/admin/node_modules/autoprefixer/lib/processor.js:366:34
      1  100.0%            JS: ~plugin /Users/chris/Developer/Ghost/ghost/admin/node_modules/autoprefixer/lib/autoprefixer.js:108:18
      1    6.7%      JS: ~walkAtRules /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/container.js:294:44
      1  100.0%        JS: ~<anonymous> /Users/chris/Developer/Ghost/node_modules/postcss-minify-params/dist/index.js:115:12
      1  100.0%          JS: ^initializePlugin /Users/chris/Developer/Ghost/node_modules/cssnano/dist/index.js:27:26
      1    6.7%      JS: ~previous /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/map-generator.js:36:38
      1  100.0%        JS: ~isSourcesContent /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/map-generator.js:75:54
      1  100.0%          JS: ~generateMap /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/map-generator.js:201:44
      1  100.0%            JS: ~generate /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/map-generator.js:327:38
      1    6.7%      JS: ~<anonymous> /Users/chris/Developer/Ghost/node_modules/postcss-calc/dist/index.js:22:19
      1  100.0%        JS: ^initializePlugin /Users/chris/Developer/Ghost/node_modules/cssnano/dist/index.js:27:26
     14    2.0%    JS: *visit /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/context.js:107:8
     14  100.0%      JS: *traverseNode /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/traverse-node.js:120:22
     14  100.0%        JS: *visit /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/path/context.js:76:15
     14  100.0%          JS: *visitQueue /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/context.js:71:13
     14  100.0%            JS: *visit /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/context.js:107:8
     14    2.0%    JS: *getTotalSize /Users/chris/Developer/Ghost/node_modules/webpack/lib/stats/DefaultStatsFactoryPlugin.js:1771:22
      8   57.1%      JS: *getItemSize /Users/chris/Developer/Ghost/node_modules/webpack/lib/stats/DefaultStatsFactoryPlugin.js:1756:21
      8  100.0%        JS: ^spaceLimited /Users/chris/Developer/Ghost/node_modules/webpack/lib/stats/DefaultStatsFactoryPlugin.js:1828:22
      5   62.5%          JS: ^spaceLimited /Users/chris/Developer/Ghost/node_modules/webpack/lib/stats/DefaultStatsFactoryPlugin.js:1828:22
      3   60.0%            JS: ~spaceLimited /Users/chris/Developer/Ghost/node_modules/webpack/lib/stats/DefaultStatsFactoryPlugin.js:1828:22
      2   40.0%            JS: ^spaceLimited /Users/chris/Developer/Ghost/node_modules/webpack/lib/stats/DefaultStatsFactoryPlugin.js:1828:22
      2   25.0%          JS: *spaceLimited /Users/chris/Developer/Ghost/node_modules/webpack/lib/stats/DefaultStatsFactoryPlugin.js:1828:22
      2  100.0%            JS: *spaceLimited /Users/chris/Developer/Ghost/node_modules/webpack/lib/stats/DefaultStatsFactoryPlugin.js:1828:22
      1   12.5%          JS: ~spaceLimited /Users/chris/Developer/Ghost/node_modules/webpack/lib/stats/DefaultStatsFactoryPlugin.js:1828:22
      1  100.0%            JS: ~modules /Users/chris/Developer/Ghost/node_modules/webpack/lib/stats/DefaultStatsFactoryPlugin.js:846:12
      5   35.7%      JS: *spaceLimited /Users/chris/Developer/Ghost/node_modules/webpack/lib/stats/DefaultStatsFactoryPlugin.js:1828:22
      3   60.0%        JS: ^spaceLimited /Users/chris/Developer/Ghost/node_modules/webpack/lib/stats/DefaultStatsFactoryPlugin.js:1828:22
      3  100.0%          JS: ~spaceLimited /Users/chris/Developer/Ghost/node_modules/webpack/lib/stats/DefaultStatsFactoryPlugin.js:1828:22
      3  100.0%            JS: ~modules /Users/chris/Developer/Ghost/node_modules/webpack/lib/stats/DefaultStatsFactoryPlugin.js:846:12
      2   40.0%        JS: *spaceLimited /Users/chris/Developer/Ghost/node_modules/webpack/lib/stats/DefaultStatsFactoryPlugin.js:1828:22
      2  100.0%          JS: *spaceLimited /Users/chris/Developer/Ghost/node_modules/webpack/lib/stats/DefaultStatsFactoryPlugin.js:1828:22
      1   50.0%            JS: ~spaceLimited /Users/chris/Developer/Ghost/node_modules/webpack/lib/stats/DefaultStatsFactoryPlugin.js:1828:22
      1   50.0%            JS: ~modules /Users/chris/Developer/Ghost/node_modules/webpack/lib/stats/DefaultStatsFactoryPlugin.js:846:12
      1    7.1%      JS: *getTotalSize /Users/chris/Developer/Ghost/node_modules/webpack/lib/stats/DefaultStatsFactoryPlugin.js:1771:22
