Statistical profiling result from isolate-0x140008000-51285-v8.log, (19383 ticks, 12409 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
    202    1.0%          /Users/chris/.nvm/versions/node/v20.19.1/bin/node

 [JavaScript]:
   ticks  total  nonlib   name
      6  100.0%            JS: *<anonymous> /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/container.js:135:31
      1   14.3%      JS: *<anonymous> /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/container.js:192:33
      1  100.0%        JS: *walk /Users/chris/Developer/Ghost/ghost/admin/node_modules/postcss/lib/container.js:134:30
      1  100.0%          JS: ^<anonymous> /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/container.js:135:31
      1  100.0%            JS: *each /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/container.js:94:30
      6    1.3%    JS: *traverseNode /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/traverse-node.js:120:22
      6  100.0%      JS: *visit /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/path/context.js:76:15
      6  100.0%        JS: *visitQueue /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/context.js:71:13
      6  100.0%          JS: *visit /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/context.js:107:8
      6  100.0%            JS: *traverseNode /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/traverse-node.js:120:22
      5    1.1%    JS: *validateNested /Users/chris/Developer/Ghost/node_modules/@babel/core/lib/config/validation/options.js:90:24
      5  100.0%      JS: ^validate /Users/chris/Developer/Ghost/node_modules/@babel/core/lib/config/validation/options.js:78:18
      5  100.0%        JS: *loadPrivatePartialConfig /Users/chris/Developer/Ghost/node_modules/@babel/core/lib/config/partial.js:47:35
      5  100.0%          Builtin: GeneratorPrototypeNext
      3   60.0%            JS: *loadFullConfig /Users/chris/Developer/Ghost/node_modules/@babel/core/lib/config/full.js:34:69
      2   40.0%            JS: *loadPartialConfig /Users/chris/Developer/Ghost/node_modules/@babel/core/lib/config/partial.js:105:28
      5    1.1%    JS: *raw /Users/chris/Developer/Ghost/ghost/admin/node_modules/postcss/lib/stringifier.js:118:28
      4   80.0%      JS: *rule /Users/chris/Developer/Ghost/ghost/admin/node_modules/postcss/lib/stringifier.js:58:30
      4  100.0%        JS: *toString /Users/chris/Developer/Ghost/ghost/admin/node_modules/postcss/lib/node.js:186:38
      2   50.0%          Builtin: StringConstructor
      1   50.0%            JS: ^<anonymous> /Users/chris/Developer/Ghost/node_modules/postcss-merge-rules/dist/index.js:74:22
      1   50.0%            JS: *<anonymous> /Users/chris/Developer/Ghost/node_modules/postcss-merge-rules/dist/index.js:74:22
      1   25.0%          JS: ^isBlockIgnored /Users/chris/Developer/Ghost/node_modules/postcss-custom-properties/index.cjs.js:29:24
      1  100.0%            JS: ^<anonymous> /Users/chris/Developer/Ghost/node_modules/postcss-custom-properties/index.cjs.js:48:34
      1   25.0%          Builtin: RegExpPrototypeTest
      1  100.0%            JS: ^<anonymous> /Users/chris/Developer/Ghost/node_modules/postcss-normalize-charset/dist/index.js:21:18
      1   20.0%      JS: ^block /Users/chris/Developer/Ghost/ghost/admin/node_modules/postcss/lib/stringifier.js:102:32
      1  100.0%        JS: ^rule /Users/chris/Developer/Ghost/ghost/admin/node_modules/postcss/lib/stringifier.js:58:30
      1  100.0%          JS: *stringify /Users/chris/Developer/Ghost/ghost/admin/node_modules/postcss/lib/stringifier.js:31:40
      1  100.0%            JS: ^body /Users/chris/Developer/Ghost/ghost/admin/node_modules/postcss/lib/stringifier.js:84:30
      5    1.1%    JS: *_getKey /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/path/family.js:248:17
      1   20.0%      JS: *get /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/path/family.js:239:13
      1  100.0%        JS: ^Function /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/scope/index.js:286:11
      1  100.0%          JS: *call /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/path/context.js:31:14
      1  100.0%            JS: *visit /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/path/context.js:76:15
      1   20.0%      JS: *exit /Users/chris/Developer/Ghost/node_modules/@embroider/macros/src/babel/macros-babel-plugin.js:140:17
      1  100.0%        JS: *newFn /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/visitors.js:171:26
      1  100.0%          JS: *visit /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/path/context.js:76:15
      1  100.0%            JS: *visitQueue /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/context.js:71:13
      1   20.0%      JS: *evaluateMacroCall /Users/chris/Developer/Ghost/node_modules/@embroider/macros/src/babel/evaluate-json.js:335:22
      1  100.0%        JS: *enter /Users/chris/Developer/Ghost/node_modules/@embroider/macros/src/babel/macros-babel-plugin.js:90:18
      1  100.0%          JS: *newFn /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/visitors.js:171:26
      1  100.0%            JS: *call /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/path/context.js:31:14
      1   20.0%      JS: *enter /Users/chris/Developer/Ghost/node_modules/@embroider/macros/src/babel/macros-babel-plugin.js:90:18
      1  100.0%        JS: *newFn /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/visitors.js:171:26
      1  100.0%          JS: *call /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/path/context.js:31:14
      1  100.0%            JS: *visit /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/path/context.js:76:15
      1   20.0%      JS: *<anonymous> /Users/chris/Developer/Ghost/node_modules/babel-plugin-htmlbars-inline-precompile/index.js:329:11
      1  100.0%        Builtin: ArrayFilter
      1  100.0%          JS: ^Program /Users/chris/Developer/Ghost/node_modules/babel-plugin-htmlbars-inline-precompile/index.js:204:12
      1  100.0%            JS: *newFn /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/visitors.js:171:26

    345    1.8%  Builtin: LoadIC
      9    2.6%    JS: *debug /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/path/index.js:137:8
      8   88.9%      JS: *visit /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/path/context.js:76:15
      8  100.0%        JS: *visitQueue /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/context.js:71:13
      8  100.0%          JS: *visit /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/context.js:107:8
      8  100.0%            JS: *traverseNode /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/traverse-node.js:120:22
      1   11.1%      JS: *visit /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/context.js:107:8
      1  100.0%        JS: *traverseNode /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/traverse-node.js:120:22
      1  100.0%          JS: *visitQueue /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/context.js:71:13
      1  100.0%            JS: ^visitMultiple /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/context.js:53:16
      8    2.3%    JS: *visit /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/path/context.js:76:15
      8  100.0%      JS: *visitQueue /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/context.js:71:13
      8  100.0%        JS: *visit /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/context.js:107:8
      8  100.0%          JS: *traverseNode /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/traverse-node.js:120:22
      8  100.0%            JS: *visit /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/path/context.js:76:15
      8    2.3%    JS: *call /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/path/context.js:31:14
      8  100.0%      JS: *visit /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/path/context.js:76:15
      8  100.0%        JS: *visitQueue /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/context.js:71:13
      8  100.0%          JS: *visit /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/context.js:107:8
      7   87.5%            JS: *traverseNode /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/traverse-node.js:120:22
      1   12.5%            JS: *traverse /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/path/index.js:120:11
      8    2.3%    /Users/chris/.nvm/versions/node/v20.19.1/bin/node
      5   62.5%      /Users/chris/.nvm/versions/node/v20.19.1/bin/node
      2   40.0%        /Users/chris/.nvm/versions/node/v20.19.1/bin/node
      1   50.0%          JS: ^treeFor /Users/chris/Developer/Ghost/node_modules/ember-cli/lib/models/addon.js:611:10
      1  100.0%            JS: ^<anonymous> /Users/chris/Developer/Ghost/node_modules/ember-cli/lib/models/addon.js:494:31
      1   50.0%          JS: ^resolveRef /Users/chris/Developer/Ghost/node_modules/ajv/lib/compile/index.js:170:22
      1  100.0%            JS: ^generate_ref /Users/chris/Developer/Ghost/node_modules/ajv/lib/dotjs/ref.js:2:39
      1   20.0%        JS: ^treeFor /Users/chris/Developer/Ghost/node_modules/ember-cli/lib/models/addon.js:611:10
      1  100.0%          JS: ~addon.treeFor /Users/chris/Developer/Ghost/node_modules/@ember/test-waiters/force-highlander-addon.js:44:23
      1  100.0%            JS: ~<anonymous> /Users/chris/Developer/Ghost/node_modules/ember-cli/lib/broccoli/ember-app.js:695:39
      1   20.0%        JS: ^declareDeclarator /Users/chris/Developer/Ghost/node_modules/rollup/dist/shared/node-entry.js:9113:22
      1  100.0%          JS: ^initialise /Users/chris/Developer/Ghost/node_modules/rollup/dist/shared/node-entry.js:8986:15
      1  100.0%            JS: *NodeBase /Users/chris/Developer/Ghost/node_modules/rollup/dist/shared/node-entry.js:3125:16
      1   20.0%        JS: ^NodeBase.eachChild /Users/chris/Developer/Ghost/node_modules/ember-fetch/node_modules/rollup/dist/rollup.js:12963:45
      1  100.0%          /Users/chris/.nvm/versions/node/v20.19.1/bin/node
      1  100.0%            JS: ^<anonymous> /Users/chris/Developer/Ghost/node_modules/ember-fetch/node_modules/rollup/dist/rollup.js:13689:36
      1   12.5%      JS: ~<anonymous> /Users/chris/Developer/Ghost/node_modules/ember-cli/lib/models/file-info.js:1:1
      1  100.0%        /Users/chris/.nvm/versions/node/v20.19.1/bin/node
      1  100.0%          /Users/chris/.nvm/versions/node/v20.19.1/bin/node
      1  100.0%            /Users/chris/.nvm/versions/node/v20.19.1/bin/node
      1   12.5%      JS: ~<anonymous> /Users/chris/Developer/Ghost/node_modules/caniuse-lite/data/features.js:1:1
      1  100.0%        /Users/chris/.nvm/versions/node/v20.19.1/bin/node
      1  100.0%          JS: *Module._extensions..js node:internal/modules/cjs/loader:1562:37
      1  100.0%            JS: *Module.load node:internal/modules/cjs/loader:1262:33
      1   12.5%      JS: ^resolveTargets /Users/chris/Developer/Ghost/node_modules/@babel/core/lib/config/resolve-targets.js:26:24
      1  100.0%        JS: *loadPrivatePartialConfig /Users/chris/Developer/Ghost/node_modules/@babel/core/lib/config/partial.js:47:35
      1  100.0%          Builtin: GeneratorPrototypeNext
      1  100.0%            JS: *loadFullConfig /Users/chris/Developer/Ghost/node_modules/@babel/core/lib/config/full.js:34:69
      7    2.0%    JS: ^runGrouping /Users/chris/Developer/Ghost/node_modules/webpack/lib/util/smartGrouping.js:84:22
      7  100.0%      JS: ^runGrouping /Users/chris/Developer/Ghost/node_modules/webpack/lib/util/smartGrouping.js:84:22
      5   71.4%        JS: ^runGrouping /Users/chris/Developer/Ghost/node_modules/webpack/lib/util/smartGrouping.js:84:22
      4   80.0%          JS: ^runGrouping /Users/chris/Developer/Ghost/node_modules/webpack/lib/util/smartGrouping.js:84:22
      3   75.0%            JS: ^runGrouping /Users/chris/Developer/Ghost/node_modules/webpack/lib/util/smartGrouping.js:84:22
      1   25.0%            JS: ~smartGrouping /Users/chris/Developer/Ghost/node_modules/webpack/lib/util/smartGrouping.js:45:23
      1   20.0%          JS: ~smartGrouping /Users/chris/Developer/Ghost/node_modules/webpack/lib/util/smartGrouping.js:45:23
      1  100.0%            JS: ~_create /Users/chris/Developer/Ghost/node_modules/webpack/lib/stats/StatsFactory.js:255:9
      2   28.6%        JS: ~smartGrouping /Users/chris/Developer/Ghost/node_modules/webpack/lib/util/smartGrouping.js:45:23
      2  100.0%          JS: ~_create /Users/chris/Developer/Ghost/node_modules/webpack/lib/stats/StatsFactory.js:255:9
      2  100.0%            JS: ~create /Users/chris/Developer/Ghost/node_modules/webpack/lib/stats/StatsFactory.js:231:8
      6    1.7%    JS: *walk /Users/chris/Developer/Ghost/ghost/admin/node_modules/postcss/lib/container.js:134:30
      4   66.7%      JS: *<anonymous> /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/container.js:135:31
      4  100.0%        JS: *each /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/container.js:94:30
      4  100.0%          JS: ^walk /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/container.js:134:30
      2   50.0%            JS: ~<anonymous> /Users/chris/Developer/Ghost/node_modules/postcss-discard-comments/dist/index.js:66:12
      1   25.0%            JS: ~setSourcesContent /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/map-generator.js:103:56
      1   25.0%            JS: ~<anonymous> /Users/chris/Developer/Ghost/node_modules/postcss-normalize-whitespace/dist/index.js:43:12
      2   33.3%      JS: *walk /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/container.js:134:30
      1   50.0%        JS: ~<anonymous> /Users/chris/Developer/Ghost/node_modules/postcss-normalize-whitespace/dist/index.js:43:12
      1  100.0%          JS: ^initializePlugin /Users/chris/Developer/Ghost/node_modules/cssnano/dist/index.js:27:26
      1   50.0%        JS: ~<anonymous> /Users/chris/Developer/Ghost/node_modules/postcss-discard-comments/dist/index.js:66:12
      1  100.0%          JS: ^initializePlugin /Users/chris/Developer/Ghost/node_modules/cssnano/dist/index.js:27:26
      6    1.7%    JS: *get /Users/chris/Developer/Ghost/node_modules/debug/src/common.js:125:9
      3   50.0%      JS: *visit /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/path/context.js:76:15
      3  100.0%        JS: *visitQueue /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/context.js:71:13
      3  100.0%          JS: *visit /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/context.js:107:8
      3  100.0%            JS: *traverseNode /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/traverse-node.js:120:22
      3   50.0%      JS: *debug /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/path/index.js:137:8
      3  100.0%        JS: *visit /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/path/context.js:76:15
      3  100.0%          JS: *visitQueue /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/context.js:71:13
      3  100.0%            JS: *visit /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/context.js:107:8
      6    1.7%    Builtin: GeneratorPrototypeNext
      1   16.7%      JS: ^loadPresetDescriptor /Users/chris/Developer/Ghost/node_modules/@babel/core/lib/config/full.js:291:31
      1  100.0%        Builtin: GeneratorPrototypeNext
      1  100.0%          JS: ^recursePresetDescriptors /Users/chris/Developer/Ghost/node_modules/@babel/core/lib/config/full.js:71:82
      1  100.0%            Builtin: GeneratorPrototypeNext
      1   16.7%      JS: ^loadPartialConfig /Users/chris/Developer/Ghost/node_modules/@babel/core/lib/config/partial.js:105:28
      1  100.0%        Builtin: GeneratorPrototypeNext
      1  100.0%          JS: *step /Users/chris/Developer/Ghost/node_modules/gensync/index.js:258:17
      1  100.0%            JS: ^evaluateAsync /Users/chris/Developer/Ghost/node_modules/gensync/index.js:257:23
      1   16.7%      JS: *run /Users/chris/Developer/Ghost/node_modules/@babel/core/lib/transformation/index.js:21:14
      1  100.0%        Builtin: GeneratorPrototypeNext
      1  100.0%          JS: *transform /Users/chris/Developer/Ghost/node_modules/@babel/core/lib/transform.js:19:55
      1  100.0%            Builtin: GeneratorPrototypeNext
      1   16.7%      JS: *loadPresetDescriptor /Users/chris/Developer/Ghost/node_modules/@babel/core/lib/config/full.js:291:31
      1  100.0%        Builtin: GeneratorPrototypeNext
      1  100.0%          JS: *recursePresetDescriptors /Users/chris/Developer/Ghost/node_modules/@babel/core/lib/config/full.js:71:82
      1  100.0%            Builtin: GeneratorPrototypeNext
      1   16.7%      JS: *chainWalker /Users/chris/Developer/Ghost/node_modules/@babel/core/lib/config/config-chain.js:256:31
      1  100.0%        Builtin: GeneratorPrototypeNext
      1  100.0%          JS: *buildRootChain /Users/chris/Developer/Ghost/node_modules/@babel/core/lib/config/config-chain.js:53:25
      1  100.0%            Builtin: GeneratorPrototypeNext
      1   16.7%      JS: *<anonymous> /Users/chris/Developer/Ghost/node_modules/@babel/core/lib/config/full.js:154:20
      1  100.0%        Builtin: GeneratorPrototypeNext
      1  100.0%          JS: *loadFullConfig /Users/chris/Developer/Ghost/node_modules/@babel/core/lib/config/full.js:34:69
      1  100.0%            Builtin: GeneratorPrototypeNext
      5    1.4%    JS: ~get /Users/chris/Developer/Ghost/node_modules/sourcemap-validator/node_modules/source-map/lib/source-map/source-map-consumer.js:160:19
      5  100.0%      JS: ~SourceMapConsumer_eachMapping /Users/chris/Developer/Ghost/node_modules/sourcemap-validator/node_modules/source-map/lib/source-map/source-map-consumer.js:540:43
      5  100.0%        JS: ~validate /Users/chris/Developer/Ghost/node_modules/sourcemap-validator/index.js:52:21
      5  100.0%          JS: ^addFileSource /Users/chris/Developer/Ghost/node_modules/fast-sourcemap-concat/lib/source-map.js:83:16
      5  100.0%            JS: ^addFile /Users/chris/Developer/Ghost/node_modules/fast-sourcemap-concat/lib/source-map.js:77:10
      5    1.4%    JS: *print /Users/chris/Developer/Ghost/node_modules/@babel/generator/lib/printer.js:354:8
      4   80.0%      JS: *printJoin /Users/chris/Developer/Ghost/node_modules/@babel/generator/lib/printer.js:483:12
      2   50.0%        JS: *printSequence /Users/chris/Developer/Ghost/node_modules/@babel/generator/lib/printer.js:580:16
      2  100.0%          JS: ^Program /Users/chris/Developer/Ghost/node_modules/@babel/generator/lib/generators/base.js:19:17
      2  100.0%            JS: *print /Users/chris/Developer/Ghost/node_modules/@babel/generator/lib/printer.js:354:8
      1   25.0%        JS: *CallExpression /Users/chris/Developer/Ghost/node_modules/@babel/generator/lib/generators/expressions.js:179:24
      1  100.0%          JS: *print /Users/chris/Developer/Ghost/node_modules/@babel/generator/lib/printer.js:354:8
      1  100.0%            JS: *ExpressionStatement /Users/chris/Developer/Ghost/node_modules/@babel/generator/lib/generators/expressions.js:218:29
      1   25.0%        JS: *BlockStatement /Users/chris/Developer/Ghost/node_modules/@babel/generator/lib/generators/base.js:34:24
      1  100.0%          JS: *print /Users/chris/Developer/Ghost/node_modules/@babel/generator/lib/printer.js:354:8
      1  100.0%            JS: *FunctionExpression /Users/chris/Developer/Ghost/node_modules/@babel/generator/lib/generators/methods.js:115:28
      1   20.0%      JS: *File /Users/chris/Developer/Ghost/node_modules/@babel/generator/lib/generators/base.js:13:14
      1  100.0%        JS: *print /Users/chris/Developer/Ghost/node_modules/@babel/generator/lib/printer.js:354:8
      1  100.0%          JS: *generateCode /Users/chris/Developer/Ghost/node_modules/@babel/core/lib/transformation/file/generate.js:22:22
      1  100.0%            JS: *run /Users/chris/Developer/Ghost/node_modules/@babel/core/lib/transformation/index.js:21:14
      5    1.4%    JS: *pp$5.parseMaybeUnary /Users/chris/Developer/Ghost/node_modules/acorn/dist/acorn.js:2788:34
      5  100.0%      JS: *pp$5.parseExprOps /Users/chris/Developer/Ghost/node_modules/acorn/dist/acorn.js:2739:31
      5  100.0%        JS: *pp$5.parseMaybeAssign /Users/chris/Developer/Ghost/node_modules/acorn/dist/acorn.js:2667:35
      3   60.0%          JS: *pp$5.parseExpression /Users/chris/Developer/Ghost/node_modules/acorn/dist/acorn.js:2652:34
      2   66.7%            JS: ^pp$8.parseReturnStatement /Users/chris/Developer/Ghost/node_modules/acorn/dist/acorn.js:1167:39
      1   33.3%            JS: ^pp$8.parseStatement /Users/chris/Developer/Ghost/node_modules/acorn/dist/acorn.js:940:33
      1   20.0%          JS: ^pp$5.parsePropertyValue /Users/chris/Developer/Ghost/node_modules/acorn/dist/acorn.js:3413:37
      1  100.0%            JS: ^pp$5.parseProperty /Users/chris/Developer/Ghost/node_modules/acorn/dist/acorn.js:3353:32
      1   20.0%          JS: ^pp$5.parseExprList /Users/chris/Developer/Ghost/node_modules/acorn/dist/acorn.js:3589:32
      1  100.0%            JS: *pp$5.parseSubscript /Users/chris/Developer/Ghost/node_modules/acorn/dist/acorn.js:2898:33
      5    1.4%    JS: *<anonymous> /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/container.js:192:33
      5  100.0%      JS: *walk /Users/chris/Developer/Ghost/ghost/admin/node_modules/postcss/lib/container.js:134:30
      4   80.0%        JS: *<anonymous> /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/container.js:135:31
      4  100.0%          JS: *each /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/container.js:94:30
      2   50.0%            JS: ~walk /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/container.js:134:30
      2   50.0%            JS: ^walk /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/container.js:134:30
      1   20.0%        JS: *walk /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/container.js:134:30
      1  100.0%          JS: ^walkDecls /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/container.js:189:40
      1  100.0%            JS: ~add /Users/chris/Developer/Ghost/ghost/admin/node_modules/autoprefixer/lib/processor.js:48:28
      4    1.2%    JS: ^module.exports /Users/chris/Developer/Ghost/node_modules/postcss-normalize-string/node_modules/postcss-value-parser/lib/parse.js:11:26
      4  100.0%      JS: *ValueParser /Users/chris/Developer/Ghost/node_modules/postcss-normalize-string/node_modules/postcss-value-parser/lib/index.js:5:21
      2   50.0%        JS: *ValueParser /Users/chris/Developer/Ghost/node_modules/postcss-normalize-string/node_modules/postcss-value-parser/lib/index.js:5:21
      2  100.0%          JS: ^normalize /Users/chris/Developer/Ghost/node_modules/postcss-normalize-string/dist/index.js:201:19
      2  100.0%            JS: ^<anonymous> /Users/chris/Developer/Ghost/node_modules/postcss-normalize-string/dist/index.js:239:18
      2   50.0%        JS: *<anonymous> /Users/chris/Developer/Ghost/node_modules/postcss-normalize-string/dist/index.js:239:18
      1   50.0%          JS: *walk /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/container.js:134:30
      1  100.0%            JS: ~<anonymous> /Users/chris/Developer/Ghost/node_modules/postcss-normalize-string/dist/index.js:236:12
      1   50.0%          JS: *walk /Users/chris/Developer/Ghost/ghost/admin/node_modules/postcss/lib/container.js:134:30
      1  100.0%            JS: *walk /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/container.js:134:30
      4    1.2%    JS: *<anonymous> :1:20
      2   50.0%      JS: *_create /Users/chris/Developer/Ghost/node_modules/webpack/lib/stats/StatsFactory.js:255:9
      1   50.0%        JS: *_ /Users/chris/Developer/Ghost/node_modules/webpack/lib/stats/DefaultStatsFactoryPlugin.js:1213:6
      1  100.0%          JS: *<anonymous> :1:20
      1  100.0%            JS: *_create /Users/chris/Developer/Ghost/node_modules/webpack/lib/stats/StatsFactory.js:255:9
      1   50.0%        JS: *<anonymous> /Users/chris/Developer/Ghost/node_modules/webpack/lib/stats/StatsFactory.js:296:33
      1  100.0%          JS: *_create /Users/chris/Developer/Ghost/node_modules/webpack/lib/stats/StatsFactory.js:255:9
      1  100.0%            JS: ^create /Users/chris/Developer/Ghost/node_modules/webpack/lib/stats/StatsFactory.js:231:8
      1   25.0%      JS: *getRenameIdentifier /Users/chris/Developer/Ghost/node_modules/webpack/lib/javascript/JavascriptParser.js:1878:21
      1  100.0%        JS: ^walkVariableDeclaration /Users/chris/Developer/Ghost/node_modules/webpack/lib/javascript/JavascriptParser.js:2955:25
      1  100.0%          JS: *walkStatements /Users/chris/Developer/Ghost/node_modules/webpack/lib/javascript/JavascriptParser.js:1961:16
      1  100.0%            JS: ^parse /Users/chris/Developer/Ghost/node_modules/webpack/lib/javascript/JavascriptParser.js:4494:7
      1   25.0%      JS: *<anonymous> /Users/chris/Developer/Ghost/node_modules/webpack/lib/stats/StatsFactory.js:387:70
      1  100.0%        JS: *_forEachLevel /Users/chris/Developer/Ghost/node_modules/webpack/lib/stats/StatsFactory.js:168:15
      1  100.0%          JS: ^_create /Users/chris/Developer/Ghost/node_modules/webpack/lib/stats/StatsFactory.js:255:9
      1  100.0%            JS: *<anonymous> /Users/chris/Developer/Ghost/node_modules/webpack/lib/stats/StatsFactory.js:296:33

    202    1.0%  /Users/chris/.nvm/versions/node/v20.19.1/bin/node
     42   20.8%    JS: *relative node:path:1286:11
     21   50.0%      JS: *sourcePath /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/map-generator.js:232:42
     16   76.2%        JS: *<anonymous> /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/map-generator.js:250:40
      9   56.3%          JS: *decl /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/stringifier.js:46:30
      7   77.8%            JS: *rule /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/stringifier.js:58:30
      2   22.2%            JS: *body /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/stringifier.js:84:30
      6   37.5%          JS: *rule /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/stringifier.js:58:30
      5   83.3%            JS: *body /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/stringifier.js:84:30
      1   16.7%            JS: *stringify /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/stringifier.js:31:40
      1    6.3%          JS: ^block /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/stringifier.js:102:32
      1  100.0%            JS: ~rule /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/stringifier.js:58:30
      5   23.8%        JS: ^<anonymous> /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/map-generator.js:250:40
      3   60.0%          JS: ^decl /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/stringifier.js:46:30
      3  100.0%            JS: *stringify /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/stringifier.js:31:40
      1   20.0%          JS: ^block /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/stringifier.js:102:32
      1  100.0%            JS: ^rule /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/stringifier.js:58:30
      1   20.0%          JS: *decl /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/stringifier.js:46:30
      1  100.0%            JS: *stringify /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/stringifier.js:31:40
     13   31.0%      JS: *<anonymous> /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/map-generator.js:250:40
